Subject,Method,raw_gate,effective_gate,confidence,updated,effective_source_weight,effective_ema_weight,effective_batch_weight,probe_gate,min_gate,batch_index,batch_size,true_class_0_count,true_class_0_ratio,true_class_1_count,true_class_1_ratio,true_max_class_ratio,true_num_present_classes,g_mi,effective_mi_gate,diversity_norm,sample_entropy_norm,w_source,w_ema,w_batch,rho,n_eff,alpha,entropy_updated,loss_entropy,gate_threshold,gate_aware_ema,dynamic_mixture_weights,pred_class_0_count,pred_class_0_ratio,pred_class_1_count,pred_class_1_ratio,pred_max_class_ratio,pred_num_present_classes,true_imbalance,dua_momentum,rotta_memory_occupancy,note_memory_occupancy,note_updated,note_loss,delta_loss,delta_used_samples
S3,DynaMixEMATent,,,,,,,,,,4,11,0,0.0,11.0,1.0,1.0,1,0.036828406155109406,0.5502216219902039,0.5502216219902039,0.5133931636810303,0.15252270606724977,0.682410807335689,0.16506648659706116,0.8173235310131307,217.6049433350563,0.19999999999999996,1.0,0.628242015838623,0.2,0.0,1.0,1.0,0.09090909090909091,10.0,0.9090909090909091,0.9090909090909091,2.0,0.5,,,,,,,
S3,TEMA,,,,,,,,,,0,64,16,0.25,48.0,0.75,0.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,TEMA,,,,,,,,,,1,64,27,0.421875,37.0,0.578125,0.578125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,TEMA,,,,,,,,,,2,64,29,0.453125,35.0,0.546875,0.546875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,TEMA,,,,,,,,,,3,64,38,0.59375,26.0,0.40625,0.59375,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,TEMA,,,,,,,,,,4,11,0,0.0,11.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,DUA,,,,,,,,,,0,64,16,0.25,48.0,0.75,0.75,2,,,,,,,,,,,,,,,,,,,,,,,0.099,,,,,,
S3,DUA,,,,,,,,,,1,64,27,0.421875,37.0,0.578125,0.578125,2,,,,,,,,,,,,,,,,,,,,,,,0.09336,,,,,,
S3,DUA,,,,,,,,,,2,64,29,0.453125,35.0,0.546875,0.546875,2,,,,,,,,,,,,,,,,,,,,,,,0.0880584,,,,,,
S3,DUA,,,,,,,,,,3,64,38,0.59375,26.0,0.40625,0.59375,2,,,,,,,,,,,,,,,,,,,,,,,0.083074896,,,,,,
S3,DUA,,,,,,,,,,4,11,0,0.0,11.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,0.07839040223999999,,,,,,
S3,RoTTA,,,,,,,,,,0,64,16,0.25,48.0,0.75,0.75,2,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,
S3,RoTTA,,,,,,,,,,1,64,27,0.421875,37.0,0.578125,0.578125,2,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,
