Subject,Method,raw_gate,effective_gate,confidence,updated,effective_source_weight,effective_ema_weight,effective_batch_weight,probe_gate,min_gate,batch_index,batch_size,true_class_0_count,true_class_0_ratio,true_class_1_count,true_class_1_ratio,true_class_2_count,true_class_2_ratio,true_max_class_ratio,true_num_present_classes,g_mi,effective_mi_gate,diversity_norm,sample_entropy_norm,w_source,w_ema,w_batch,rho,n_eff,alpha,entropy_updated,loss_entropy,gate_threshold,gate_aware_ema,dynamic_mixture_weights,pred_class_0_count,pred_class_0_ratio,pred_class_1_count,pred_class_1_ratio,pred_class_2_count,pred_class_2_ratio,pred_max_class_ratio,pred_num_present_classes,true_imbalance,dua_momentum,rotta_memory_occupancy,note_memory_occupancy,note_updated,note_loss,delta_loss,delta_used_samples
S13,DynaMixEMATent,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,0.039346836507320404,0.09878478944301605,0.09878478944301605,0.05943795293569565,0.8445798902973154,0.12578467286977973,0.029635436832904816,0.12962620199076647,17.77056086063385,0.19999999999999996,0.0,0.08553452789783478,0.2,0.0,1.0,62.0,0.96875,0.0,0.0,2.0,0.03125,0.96875,2.0,0.6666666666666667,,,,,,,
S13,DynaMixEMATent,,,,,,,,,,3,64,44,0.6875,0,0.0,20,0.3125,0.6875,2,0.6229123473167419,0.9340826272964478,0.9340826272964478,0.3111703097820282,0.39270753028706795,0.3270676815239977,0.2802247881889343,0.45440253589873547,77.5518490076065,0.19999999999999996,1.0,0.4339540898799896,0.2,0.0,1.0,21.0,0.328125,27.0,0.421875,16.0,0.25,0.421875,3.0,0.3541666666666667,,,,,,,
S13,DynaMixEMATent,,,,,,,,,,4,64,0,0.0,8,0.125,56,0.875,0.875,2,0.23126880824565887,0.4417892098426819,0.4417892098426819,0.2105204164981842,0.3794810675020863,0.4879821695451091,0.13253676295280456,0.5625393085315958,105.82635843753815,0.19999999999999996,1.0,0.20309171080589294,0.2,0.0,1.0,0.0,0.0,56.0,0.875,8.0,0.125,0.875,2.0,0.5416666666666667,,,,,,,
S13,DynaMixEMATent,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,0.22130754590034485,0.6690074801445007,0.6690074801445007,0.44769996404647827,0.2502502386276092,0.5490475173290406,0.20070224404335021,0.6869123718130623,148.6428371667862,0.19999999999999996,1.0,0.4799215793609619,0.2,0.0,1.0,0.0,0.0,38.0,0.59375,26.0,0.40625,0.59375,2.0,0.6666666666666667,,,,,,,
S13,DynaMixEMATent,,,,,,,,,,6,61,0,0.0,61,1.0,0,0.0,1.0,1,0.09335862100124359,0.5313315391540527,0.5313315391540527,0.43797290325164795,0.2043086234959256,0.6362919147578586,0.1593994617462158,0.756949211666763,181.0540610551834,0.19999999999999996,1.0,0.4505762457847595,0.2,0.0,1.0,0.0,0.0,15.0,0.2459016393442623,46.0,0.7540983606557377,0.7540983606557377,2.0,0.6666666666666667,,,,,,,
S13,TEMA,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S13,TEMA,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S13,TEMA,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S13,TEMA,,,,,,,,,,3,64,44,0.6875,0,0.0,20,0.3125,0.6875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S13,TEMA,,,,,,,,,,4,64,0,0.0,8,0.125,56,0.875,0.875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S13,TEMA,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S13,TEMA,,,,,,,,,,6,61,0,0.0,61,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S13,DUA,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.099,,,,,,
S13,DUA,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.09336,,,,,,
S13,DUA,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0880584,,,,,,
S13,DUA,,,,,,,,,,3,64,44,0.6875,0,0.0,20,0.3125,0.6875,2,,,,,,,,,,,,,,,,,,,,,,,,,0.083074896,,,,,,
S13,DUA,,,,,,,,,,4,64,0,0.0,8,0.125,56,0.875,0.875,2,,,,,,,,,,,,,,,,,,,,,,,,,0.07839040223999999,,,,,,
S13,DUA,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.07398697810559998,,,,,,
S13,DUA,,,,,,,,,,6,61,0,0.0,61,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.06984775941926398,,,,,,
S13,RoTTA,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,
S13,RoTTA,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S13,RoTTA,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S13,RoTTA,,,,,,,,,,3,64,44,0.6875,0,0.0,20,0.3125,0.6875,2,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S13,RoTTA,,,,,,,,,,4,64,0,0.0,8,0.125,56,0.875,0.875,2,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S13,RoTTA,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S13,RoTTA,,,,,,,,,,6,61,0,0.0,61,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S13,NOTE,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.45207053422927856,,
S13,NOTE,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.4337713420391083,,
S13,NOTE,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.4588545858860016,,
S13,NOTE,,,,,,,,,,3,64,44,0.6875,0,0.0,20,0.3125,0.6875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.3063165545463562,,
S13,NOTE,,,,,,,,,,4,64,0,0.0,8,0.125,56,0.875,0.875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.685067892074585,,
S13,NOTE,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.44812196493148804,,
S13,NOTE,,,,,,,,,,6,61,0,0.0,61,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.0,,,
S13,DELTA,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2531600892543793,37.0
S13,DELTA,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34953826665878296,32.0
S13,DELTA,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37874504923820496,23.0
S13,DELTA,,,,,,,,,,3,64,44,0.6875,0,0.0,20,0.3125,0.6875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18160320818424225,54.0
S13,DELTA,,,,,,,,,,4,64,0,0.0,8,0.125,56,0.875,0.875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011557197198271751,64.0
S13,DELTA,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008796877227723598,64.0
S13,DELTA,,,,,,,,,,6,61,0,0.0,61,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2787385582923889,52.0
S14,EMATent,0.06687266379594803,0.06687266379594803,0.9877609014511108,0.0,0.4799382008612156,0.5,0.02006179913878441,0.0,0.0,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S14,EMATent,0.8935315608978271,0.8935315608978271,0.7492110729217529,1.0,0.23194053173065188,0.5,0.2680594682693481,0.0,0.0,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S14,EMATent,0.996722400188446,0.996722400188446,0.5508211851119995,1.0,0.2009832799434662,0.5,0.2990167200565338,0.0,0.0,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S14,EMATent,0.9648579359054565,0.9648579359054565,0.6251043081283569,1.0,0.21054261922836304,0.5,0.28945738077163696,0.0,0.0,3,64,44,0.6875,20,0.3125,0,0.0,0.6875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S14,EMATent,0.5221591591835022,0.5221591591835022,0.8343338966369629,1.0,0.34335225224494936,0.5,0.15664774775505066,0.0,0.0,4,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S14,EMATent,0.605705976486206,0.605705976486206,0.8042073845863342,1.0,0.3182882070541382,0.5,0.18171179294586182,0.0,0.0,5,64,0,0.0,51,0.796875,13,0.203125,0.796875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S14,EMATent,0.37701335549354553,0.37701335549354553,0.8668733835220337,1.0,0.38689599335193636,0.5,0.11310400664806365,0.0,0.0,6,61,0,0.0,0,0.0,61,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S14,DynaMixEMATent,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,0.013944213278591633,0.06687266379594803,0.06687266379594803,0.05292845517396927,0.9477143871015934,0.032223813759622244,0.02006179913878441,0.032883516257762424,4.279850482940674,0.19999999999999996,0.0,0.02872411161661148,0.2,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667,,,,,,,
S14,DynaMixEMATent,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,0.1270807981491089,0.5145000219345093,0.5145000219345093,0.387419193983078,0.6323349334589705,0.2133150599606767,0.15435000658035278,0.25224982158170584,37.20785188674927,0.19999999999999996,1.0,0.6258282661437988,0.2,0.0,1.0,34.0,0.53125,18.0,0.28125,12.0,0.1875,0.53125,3.0,0.6666666666666667,,,,,,,
S14,DynaMixEMATent,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,0.17771875858306885,0.8002832531929016,0.8002832531929016,0.6225644946098328,0.38083973633658746,0.37907528770554205,0.24008497595787048,0.4988390487256983,88.42598009109497,0.19999999999999996,1.0,0.8979500532150269,0.2,0.0,1.0,23.0,0.359375,16.0,0.25,25.0,0.390625,0.390625,3.0,0.6666666666666667,,,,,,,
S14,DynaMixEMATent,,,,,,,,,,3,64,44,0.6875,20,0.3125,0,0.0,0.6875,2,0.3392946422100067,0.9910775423049927,0.9910775423049927,0.6517828702926636,0.2145472968740526,0.4881294404344496,0.2973232626914978,0.6946714107886311,151.8549427986145,0.19999999999999996,1.0,0.6611268520355225,0.2,0.0,1.0,30.0,0.46875,28.0,0.4375,6.0,0.09375,0.46875,3.0,0.3541666666666667,,,,,,,
S14,DynaMixEMATent,,,,,,,,,,4,64,0,0.0,64,1.0,0,0.0,1.0,1,0.24677088856697083,0.6384639739990234,0.6384639739990234,0.3916930854320526,0.1793848458974098,0.6290759619028832,0.19153919219970703,0.778115594266727,192.716637134552,0.19999999999999996,1.0,0.3623873293399811,0.2,0.0,1.0,0.0,0.0,39.0,0.609375,25.0,0.390625,0.609375,2.0,0.6666666666666667,,,,,,,
S14,DynaMixEMATent,,,,,,,,,,5,64,0,0.0,51,0.796875,13,0.203125,0.796875,2,0.1893208622932434,0.6491031646728516,0.6491031646728516,0.45978230237960815,0.12915666643418933,0.6761123841639552,0.19473094940185545,0.8396105421681694,234.2592396736145,0.19999999999999996,1.0,0.5345262289047241,0.2,0.0,1.0,0.0,0.0,43.0,0.671875,21.0,0.328125,0.671875,2.0,0.4635416666666667,,,,,,,
S14,DynaMixEMATent,,,,,,,,,,6,61,0,0.0,0,0.0,61,1.0,1.0,1,0.08679608255624771,0.5101686120033264,0.5101686120033264,0.4233725070953369,0.10652326722265643,0.7404261491763456,0.1530505836009979,0.8742271201088203,265.3795250058174,0.19999999999999996,1.0,0.5472914576530457,0.2,0.0,1.0,0.0,0.0,55.0,0.9016393442622951,6.0,0.09836065573770492,0.9016393442622951,2.0,0.6666666666666667,,,,,,,
S14,TEMA,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S14,TEMA,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S14,TEMA,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S14,TEMA,,,,,,,,,,3,64,44,0.6875,20,0.3125,0,0.0,0.6875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S14,TEMA,,,,,,,,,,4,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S14,TEMA,,,,,,,,,,5,64,0,0.0,51,0.796875,13,0.203125,0.796875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S14,TEMA,,,,,,,,,,6,61,0,0.0,0,0.0,61,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S14,DUA,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.099,,,,,,
S14,DUA,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.09336,,,,,,
S14,DUA,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0880584,,,,,,
S14,DUA,,,,,,,,,,3,64,44,0.6875,20,0.3125,0,0.0,0.6875,2,,,,,,,,,,,,,,,,,,,,,,,,,0.083074896,,,,,,
S14,DUA,,,,,,,,,,4,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.07839040223999999,,,,,,
S14,DUA,,,,,,,,,,5,64,0,0.0,51,0.796875,13,0.203125,0.796875,2,,,,,,,,,,,,,,,,,,,,,,,,,0.07398697810559998,,,,,,
S14,DUA,,,,,,,,,,6,61,0,0.0,0,0.0,61,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.06984775941926398,,,,,,
S14,RoTTA,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,
S14,RoTTA,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S14,RoTTA,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S14,RoTTA,,,,,,,,,,3,64,44,0.6875,20,0.3125,0,0.0,0.6875,2,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S14,RoTTA,,,,,,,,,,4,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S14,RoTTA,,,,,,,,,,5,64,0,0.0,51,0.796875,13,0.203125,0.796875,2,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S14,RoTTA,,,,,,,,,,6,61,0,0.0,0,0.0,61,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S14,NOTE,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.5616680383682251,,
S14,NOTE,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.5397915840148926,,
S14,NOTE,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.509321928024292,,
S14,NOTE,,,,,,,,,,3,64,44,0.6875,20,0.3125,0,0.0,0.6875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.384734570980072,,
S14,NOTE,,,,,,,,,,4,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.8865468502044678,,
S14,NOTE,,,,,,,,,,5,64,0,0.0,51,0.796875,13,0.203125,0.796875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.6466160416603088,,
S14,NOTE,,,,,,,,,,6,61,0,0.0,0,0.0,61,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.0,,,
S14,DELTA,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2050243318080902,28.0
S14,DELTA,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36009156703948975,27.0
S14,DELTA,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3236619234085083,46.0
S14,DELTA,,,,,,,,,,3,64,44,0.6875,20,0.3125,0,0.0,0.6875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18090656399726868,43.0
S14,DELTA,,,,,,,,,,4,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061579521745443344,62.0
S14,DELTA,,,,,,,,,,5,64,0,0.0,51,0.796875,13,0.203125,0.796875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21397531032562256,57.0
S14,DELTA,,,,,,,,,,6,61,0,0.0,0,0.0,61,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09413910657167435,61.0
S15,EMATent,0.11676929891109467,0.11676929891109467,0.9762749075889587,0.0,0.4649692103266716,0.5,0.0350307896733284,0.0,0.0,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S15,EMATent,0.3042333722114563,0.3042333722114563,0.9247456789016724,1.0,0.40872998833656315,0.5,0.09127001166343689,0.0,0.0,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S15,EMATent,0.7839149236679077,0.7839149236679077,0.7293863892555237,1.0,0.2648255228996277,0.5,0.23517447710037231,0.0,0.0,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S15,EMATent,0.7919378876686096,0.7919378876686096,0.7048857808113098,1.0,0.2624186336994171,0.5,0.23758136630058288,0.0,0.0,3,64,43,0.671875,0,0.0,21,0.328125,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S15,EMATent,0.6056900024414062,0.6056900024414062,0.8660130500793457,1.0,0.31829299926757815,0.5,0.18170700073242188,0.0,0.0,4,64,0,0.0,10,0.15625,54,0.84375,0.84375,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S15,EMATent,0.3094286620616913,0.3094286620616913,0.911400556564331,1.0,0.40717140138149266,0.5,0.09282859861850738,0.0,0.0,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S15,EMATent,0.3674146831035614,0.3674146831035614,0.9198206067085266,1.0,0.38977559506893156,0.5,0.11022440493106841,0.0,0.0,6,63,0,0.0,63,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S15,DynaMixEMATent,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,0.03721610829234123,0.11676929891109467,0.11676929891109467,0.07955318689346313,0.9102429528004569,0.054726257526214774,0.0350307896733284,0.0567129572017,7.473235130310059,0.19999999999999996,0.0,0.09065043926239014,0.2,0.0,1.0,63.0,0.984375,0.0,0.0,1.0,0.015625,0.984375,2.0,0.6666666666666667,,,,,,,
S15,DynaMixEMATent,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,0.03496504947543144,0.1580715924501419,0.1580715924501419,0.12310654670000076,0.8302709522366735,0.12230757002828402,0.04742147773504257,0.12839631292281484,17.58981704711914,0.19999999999999996,0.0,0.3087575435638428,0.2,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667,,,,,,,
S15,DynaMixEMATent,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,0.09002657979726791,0.3256660997867584,0.3256660997867584,0.2356395125389099,0.6682709812982504,0.23402918876572212,0.09769982993602752,0.25936954965788117,38.43244743347168,0.19999999999999996,1.0,0.6836326122283936,0.2,0.0,1.0,46.0,0.71875,12.0,0.1875,6.0,0.09375,0.71875,3.0,0.6666666666666667,,,,,,,
S15,DynaMixEMATent,,,,,,,,,,3,64,43,0.671875,0,0.0,21,0.328125,0.671875,2,0.3598919212818146,0.7623917460441589,0.7623917460441589,0.402499794960022,0.39017888531032313,0.38110359087642914,0.22871752381324767,0.49411675053298076,87.22551918029785,0.19999999999999996,1.0,0.7981259822845459,0.2,0.0,1.0,17.0,0.265625,38.0,0.59375,9.0,0.140625,0.59375,3.0,0.3385416666666667,,,,,,,
S15,DynaMixEMATent,,,,,,,,,,4,64,0,0.0,10,0.15625,54,0.84375,0.84375,2,0.27072831988334656,0.8155713081359863,0.8155713081359863,0.5448430180549622,0.254148279360022,0.5011803281991821,0.2446713924407959,0.6635262098952059,139.42208290100098,0.19999999999999996,1.0,0.31503617763519287,0.2,0.0,1.0,0.0,0.0,26.0,0.40625,38.0,0.59375,0.59375,2.0,0.5104166666666667,,,,,,,
S15,DynaMixEMATent,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,0.05720902234315872,0.3883848488330841,0.3883848488330841,0.331175833940506,0.24480117537534463,0.6386833699747302,0.11651545464992523,0.7229140264379568,164.27871322631836,0.19999999999999996,1.0,0.2915356755256653,0.2,0.0,1.0,0.0,0.0,58.0,0.90625,6.0,0.09375,0.90625,2.0,0.6666666666666667,,,,,,,
S15,DynaMixEMATent,,,,,,,,,,6,63,0,0.0,63,1.0,0,0.0,1.0,1,0.06810085475444794,0.3400985598564148,0.3400985598564148,0.27199769020080566,0.2104645929149349,0.6875058391281407,0.10202956795692443,0.76562191203102,185.7049224972725,0.19999999999999996,1.0,0.31879645586013794,0.2,0.0,1.0,0.0,0.0,54.0,0.8571428571428571,9.0,0.14285714285714285,0.8571428571428571,2.0,0.6666666666666667,,,,,,,
S15,TEMA,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S15,TEMA,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S15,TEMA,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S15,TEMA,,,,,,,,,,3,64,43,0.671875,0,0.0,21,0.328125,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S15,TEMA,,,,,,,,,,4,64,0,0.0,10,0.15625,54,0.84375,0.84375,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S15,TEMA,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S15,TEMA,,,,,,,,,,6,63,0,0.0,63,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S15,DUA,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.099,,,,,,
S15,DUA,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.09336,,,,,,
S15,DUA,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0880584,,,,,,
S15,DUA,,,,,,,,,,3,64,43,0.671875,0,0.0,21,0.328125,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,,0.083074896,,,,,,
S15,DUA,,,,,,,,,,4,64,0,0.0,10,0.15625,54,0.84375,0.84375,2,,,,,,,,,,,,,,,,,,,,,,,,,0.07839040223999999,,,,,,
S15,DUA,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.07398697810559998,,,,,,
S15,DUA,,,,,,,,,,6,63,0,0.0,63,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.06984775941926398,,,,,,
S15,RoTTA,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,
S15,RoTTA,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S15,RoTTA,,,,,,,,,,2,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S15,RoTTA,,,,,,,,,,3,64,43,0.671875,0,0.0,21,0.328125,0.671875,2,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S15,RoTTA,,,,,,,,,,4,64,0,0.0,10,0.15625,54,0.84375,0.84375,2,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S15,RoTTA,,,,,,,,,,5,64,0,0.0,64,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S15,RoTTA,,,,,,,,,,6,63,0,0.0,63,1.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,
S15,NOTE,,,,,,,,,,0,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.4779525399208069,,
S15,NOTE,,,,,,,,,,1,64,64,1.0,0,0.0,0,0.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,0.6176263093948364,,
